death_date,region,Age,Gender
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,49,M
7/30/2014,Gaza Strip,9,F
7/30/2014,Gaza Strip,41,M
7/30/2014,Gaza Strip,41,M
7/30/2014,Gaza Strip,44,M
7/30/2014,Gaza Strip,2,M
7/30/2014,Gaza Strip,5,M
7/30/2014,Gaza Strip,6,F
7/30/2014,Gaza Strip,7,F
7/30/2014,Gaza Strip,8,F
7/30/2014,Gaza Strip,69,M
7/30/2014,Gaza Strip,3,F
7/30/2014,Gaza Strip,8,F
7/30/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,18,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,31,M
7/30/2014,Gaza Strip,30,M
7/30/2014,Gaza Strip,28,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,49,M
7/30/2014,Gaza Strip,22,M
7/30/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,49,M
7/30/2014,Gaza Strip,50,M
7/30/2014,Gaza Strip,15,M
7/31/2014,Gaza Strip,17,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,68,F
7/30/2014,Gaza Strip,11,F
7/30/2014,Gaza Strip,31,M
7/30/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,27,M
7/30/2014,Gaza Strip,57,M
7/30/2014,Gaza Strip,16,M
7/30/2014,Gaza Strip,30,M
7/30/2014,Gaza Strip,31,M
7/30/2014,Gaza Strip,19,M
7/30/2014,Gaza Strip,31,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,32,M
7/30/2014,Gaza Strip,28,M
7/30/2014,Gaza Strip,24,M
7/30/2014,Gaza Strip,23,M
7/30/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,16,F
7/30/2014,Gaza Strip,52,F
8/9/2014,Gaza Strip,36,M
7/29/2014,Gaza Strip,32,F
7/29/2014,Gaza Strip,1,M
7/29/2014,Gaza Strip,9,F
7/29/2014,Gaza Strip,4,M
7/29/2014,Gaza Strip,0,F
7/29/2014,Gaza Strip,0,F
7/29/2014,Gaza Strip,50,F
7/29/2014,Gaza Strip,40,M
7/29/2014,Gaza Strip,21,M
7/29/2014,Gaza Strip,4,M
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,14,F
7/29/2014,Gaza Strip,25,F
7/29/2014,Gaza Strip,31,F
7/29/2014,Gaza Strip,11,F
7/29/2014,Gaza Strip,31,F
8/30/2014,Gaza Strip,64,F
7/30/2014,Gaza Strip,0,M
7/29/2014,Gaza Strip,50,M
7/29/2014,Gaza Strip,72,M
7/29/2014,Gaza Strip,7,M
7/29/2014,Gaza Strip,13,M
8/3/2014,Gaza Strip,48,M
7/29/2014,Gaza Strip,26,F
7/29/2014,Gaza Strip,24,M
7/29/2014,Gaza Strip,44,M
8/4/2014,Gaza Strip,29,F
7/29/2014,Gaza Strip,20,F
7/29/2014,Gaza Strip,1,F
7/29/2014,Gaza Strip,45,F
7/29/2014,Gaza Strip,38,M
7/29/2014,Gaza Strip,48,M
7/29/2014,Gaza Strip,15,M
7/29/2014,Gaza Strip,0,F
7/29/2014,Gaza Strip,50,M
7/29/2014,Gaza Strip,51,M
7/29/2014,Gaza Strip,18,M
7/29/2014,Gaza Strip,19,M
7/29/2014,Gaza Strip,19,M
7/29/2014,Gaza Strip,20,M
7/29/2014,Gaza Strip,15,M
7/29/2014,Gaza Strip,46,F
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,17,M
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,24,M
7/29/2014,Gaza Strip,21,M
7/29/2014,Gaza Strip,24,M
7/29/2014,Gaza Strip,31,M
7/29/2014,Gaza Strip,17,M
8/4/2014,Gaza Strip,33,M
7/29/2014,Gaza Strip,14,M
7/29/2014,Gaza Strip,26,M
7/29/2014,Gaza Strip,58,M
7/29/2014,Gaza Strip,17,F
7/29/2014,Gaza Strip,27,M
7/29/2014,Gaza Strip,30,M
7/29/2014,Gaza Strip,54,M
7/29/2014,Gaza Strip,30,M
7/29/2014,Gaza Strip,12,M
7/29/2014,Gaza Strip,9,M
7/29/2014,Gaza Strip,26,M
7/29/2014,Gaza Strip,30,M
7/29/2014,Gaza Strip,29,M
7/29/2014,Gaza Strip,35,M
7/29/2014,Gaza Strip,78,M
7/29/2014,Gaza Strip,19,M
7/29/2014,Gaza Strip,36,M
7/29/2014,Gaza Strip,20,M
7/29/2014,Gaza Strip,50,M
7/29/2014,Gaza Strip,37,M
7/29/2014,Gaza Strip,27,M
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,26,F
8/2/2014,Gaza Strip,112,F
7/29/2014,Gaza Strip,67,F
7/29/2014,Gaza Strip,5,F
7/29/2014,Gaza Strip,2,F
7/29/2014,Gaza Strip,45,F
7/29/2014,Gaza Strip,11,F
7/29/2014,Gaza Strip,11,F
8/4/2014,Gaza Strip,14,M
8/13/2014,Gaza Strip,27,F
7/29/2014,Gaza Strip,4,M
8/14/2014,Gaza Strip,60,M
7/29/2014,Gaza Strip,23,F
7/29/2014,Gaza Strip,3,F
7/29/2014,Gaza Strip,26,M
7/29/2014,Gaza Strip,25,F
7/29/2014,Gaza Strip,3,M
7/29/2014,Gaza Strip,19,M
7/29/2014,Gaza Strip,1,F
7/29/2014,Gaza Strip,35,M
7/29/2014,Gaza Strip,22,F
7/29/2014,Gaza Strip,1,F
7/29/2014,Gaza Strip,4,F
7/29/2014,Gaza Strip,77,M
7/29/2014,Gaza Strip,36,M
7/29/2014,Gaza Strip,32,F
7/29/2014,Gaza Strip,0,F
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,25,F
7/29/2014,Gaza Strip,25,M
7/29/2014,Gaza Strip,60,F
8/1/2014,Gaza Strip,1,M
7/29/2014,Gaza Strip,45,M
7/29/2014,Gaza Strip,39,F
7/29/2014,Gaza Strip,24,F
7/29/2014,Gaza Strip,13,F
7/29/2014,Gaza Strip,22,F
7/29/2014,Gaza Strip,19,F
7/29/2014,Gaza Strip,21,F
7/29/2014,Gaza Strip,14,F
7/29/2014,Gaza Strip,8,M
7/29/2014,Gaza Strip,17,F
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,19,F
7/29/2014,Gaza Strip,11,M
7/29/2014,Gaza Strip,10,F
7/29/2014,Gaza Strip,12,M
7/29/2014,Gaza Strip,9,M
7/29/2014,Gaza Strip,7,M
7/29/2014,Gaza Strip,5,M
7/29/2014,Gaza Strip,40,M
7/29/2014,Gaza Strip,40,F
7/29/2014,Gaza Strip,8,M
7/29/2014,Gaza Strip,5,F
7/29/2014,Gaza Strip,3,M
7/29/2014,Gaza Strip,35,M
7/29/2014,Gaza Strip,19,M
7/29/2014,Gaza Strip,35,F
7/29/2014,Gaza Strip,58,F
7/29/2014,Gaza Strip,31,M
7/29/2014,Gaza Strip,16,M
7/29/2014,Gaza Strip,2,F
7/29/2014,Gaza Strip,1,F
7/29/2014,Gaza Strip,47,M
7/29/2014,Gaza Strip,22,F
7/29/2014,Gaza Strip,12,M
7/29/2014,Gaza Strip,32,M
7/29/2014,Gaza Strip,39,M
7/29/2014,Gaza Strip,41,F
7/29/2014,Gaza Strip,30,F
7/29/2014,Gaza Strip,17,F
7/29/2014,Gaza Strip,25,M
7/29/2014,Gaza Strip,3,F
7/29/2014,Gaza Strip,2,F
7/29/2014,Gaza Strip,9,F
7/29/2014,Gaza Strip,10,M
7/29/2014,Gaza Strip,3,M
7/29/2014,Gaza Strip,10,M
7/29/2014,Gaza Strip,29,F
7/29/2014,Gaza Strip,7,F
7/29/2014,Gaza Strip,66,F
7/29/2014,Gaza Strip,46,M
7/29/2014,Gaza Strip,18,F
7/29/2014,Gaza Strip,40,F
7/29/2014,Gaza Strip,12,M
7/29/2014,Gaza Strip,7,M
7/29/2014,Gaza Strip,16,F
7/29/2014,Gaza Strip,5,M
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,37,M
7/29/2014,Gaza Strip,11,F
7/29/2014,Gaza Strip,31,F
7/29/2014,Gaza Strip,8,M
7/29/2014,Gaza Strip,24,F
7/29/2014,Gaza Strip,3,F
7/29/2014,Gaza Strip,20,F
7/29/2014,Gaza Strip,38,F
7/29/2014,Gaza Strip,1,F
7/29/2014,Gaza Strip,39,F
7/29/2014,Gaza Strip,13,F
7/29/2014,Gaza Strip,50,F
7/29/2014,Gaza Strip,50,F
7/29/2014,Gaza Strip,29,M
7/29/2014,Gaza Strip,20,M
7/29/2014,Gaza Strip,24,M
7/29/2014,Gaza Strip,1,M
7/29/2014,Gaza Strip,3,F
7/29/2014,Gaza Strip,77,F
7/29/2014,Gaza Strip,11,F
7/29/2014,Gaza Strip,26,M
8/4/2014,Gaza Strip,18,M
10/28/2014,Gaza Strip,20,M
8/20/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,6,M
7/29/2014,Gaza Strip,18,F
7/29/2014,Gaza Strip,48,M
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,14,F
7/29/2014,Gaza Strip,28,M
7/29/2014,Gaza Strip,20,F
7/29/2014,Gaza Strip,2,M
7/29/2014,Gaza Strip,3,F
7/29/2014,Gaza Strip,21,M
7/29/2014,Gaza Strip,81,F
7/29/2014,Gaza Strip,23,F
7/29/2014,Gaza Strip,42,F
7/29/2014,Gaza Strip,25,M
7/29/2014,Gaza Strip,0,F
7/29/2014,Gaza Strip,23,M
7/29/2014,Gaza Strip,29,M
7/28/2014,Gaza Strip,28,F
7/28/2014,Gaza Strip,15,F
7/28/2014,Gaza Strip,18,F
7/28/2014,Gaza Strip,35,F
7/28/2014,Gaza Strip,58,F
7/28/2014,Gaza Strip,26,F
7/28/2014,Gaza Strip,58,M
7/28/2014,Gaza Strip,61,M
7/28/2014,Gaza Strip,15,M
7/28/2014,Gaza Strip,36,M
7/29/2014,Gaza Strip,67,F
7/28/2014,Gaza Strip,9,F
7/28/2014,Gaza Strip,10,M
7/28/2014,Gaza Strip,9,M
7/28/2014,Gaza Strip,54,M
7/28/2014,Gaza Strip,54,F
8/6/2014,Gaza Strip,31,M
7/28/2014,Gaza Strip,23,M
7/28/2014,Gaza Strip,35,M
7/29/2014,Gaza Strip,16,M
7/28/2014,Gaza Strip,15,M
7/28/2014,Gaza Strip,38,M
7/28/2014,Gaza Strip,22,M
7/28/2014,Gaza Strip,30,M
7/28/2014,Gaza Strip,27,M
7/28/2014,Gaza Strip,30,M
7/28/2014,Gaza Strip,49,M
7/28/2014,Gaza Strip,4,M
7/28/2014,Gaza Strip,25,M
7/30/2014,Gaza Strip,7,M
7/28/2014,Gaza Strip,22,M
7/28/2014,Gaza Strip,22,M
7/28/2014,Gaza Strip,23,M
7/28/2014,Gaza Strip,45,M
7/28/2014,Gaza Strip,38,F
7/28/2014,Gaza Strip,20,M
7/28/2014,Gaza Strip,17,F
7/28/2014,Gaza Strip,15,M
7/28/2014,Gaza Strip,13,F
7/28/2014,Gaza Strip,17,M
7/28/2014,Gaza Strip,11,M
7/28/2014,Gaza Strip,23,M
7/28/2014,Gaza Strip,45,F
7/28/2014,Gaza Strip,25,M
7/27/2014,Gaza Strip,44,M
7/27/2014,Gaza Strip,29,M
7/27/2014,Gaza Strip,27,M
7/27/2014,Gaza Strip,23,M
7/27/2014,Gaza Strip,26,M
7/27/2014,Gaza Strip,27,M
7/27/2014,Gaza Strip,31,M
7/27/2014,Gaza Strip,34,M
7/27/2014,Gaza Strip,25,M
7/27/2014,Gaza Strip,25,M
7/27/2014,Gaza Strip,23,M
7/27/2014,Gaza Strip,23,M
8/1/2014,Gaza Strip,23,M
7/27/2014,Gaza Strip,64,F
7/27/2014,Gaza Strip,25,M
7/27/2014,Gaza Strip,21,M
7/27/2014,Gaza Strip,22,M
7/27/2014,Gaza Strip,22,M
7/27/2014,Gaza Strip,41,M
7/27/2014,Gaza Strip,39,M
7/27/2014,Gaza Strip,55,M
7/28/2014,Gaza Strip,45,M
7/26/2014,Gaza Strip,32,M
7/26/2014,Gaza Strip,39,M
7/26/2014,Gaza Strip,39,M
7/26/2014,Gaza Strip,2,F
7/26/2014,Gaza Strip,13,M
7/26/2014,Gaza Strip,9,M
7/26/2014,Gaza Strip,22,F
7/26/2014,Gaza Strip,27,F
7/26/2014,Gaza Strip,50,F
7/26/2014,Gaza Strip,67,F
7/26/2014,Gaza Strip,69,M
7/30/2014,Gaza Strip,29,M
7/26/2014,Gaza Strip,18,M
7/26/2014,Gaza Strip,20,M
7/26/2014,Gaza Strip,67,M
7/26/2014,Gaza Strip,63,F
7/26/2014,Gaza Strip,17,M
7/26/2014,Gaza Strip,54,M
7/26/2014,Gaza Strip,16,F
7/26/2014,Gaza Strip,2,M
7/26/2014,Gaza Strip,59,M
7/26/2014,Gaza Strip,52,M
7/26/2014,Gaza Strip,56,F
7/26/2014,Gaza Strip,18,M
7/26/2014,Gaza Strip,22,F
7/26/2014,Gaza Strip,1,F
7/26/2014,Gaza Strip,25,F
7/26/2014,Gaza Strip,30,F
7/26/2014,Gaza Strip,4,F
7/26/2014,Gaza Strip,13,M
7/26/2014,Gaza Strip,49,F
7/26/2014,Gaza Strip,1,M
7/26/2014,Gaza Strip,5,M
7/26/2014,Gaza Strip,23,F
7/26/2014,Gaza Strip,1,F
7/26/2014,Gaza Strip,11,F
7/26/2014,Gaza Strip,7,M
7/26/2014,Gaza Strip,29,M
7/26/2014,Gaza Strip,39,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,40,M
7/26/2014,Gaza Strip,25,M
7/26/2014,Gaza Strip,76,M
7/27/2014,Gaza Strip,20,M
7/27/2014,Gaza Strip,32,M
7/26/2014,Gaza Strip,25,M
7/26/2014,Gaza Strip,5,M
7/26/2014,Gaza Strip,18,M
7/26/2014,Gaza Strip,82,F
7/26/2014,Gaza Strip,11,F
7/26/2014,Gaza Strip,37,F
7/26/2014,Gaza Strip,22,M
7/26/2014,Gaza Strip,21,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,27,M
7/26/2014,Gaza Strip,34,M
7/26/2014,Gaza Strip,22,M
7/26/2014,Gaza Strip,19,M
7/26/2014,Gaza Strip,26,M
7/26/2014,Gaza Strip,22,M
7/26/2014,Gaza Strip,23,M
7/26/2016,Gaza Strip,25,M
7/26/2014,Gaza Strip,21,M
7/26/2014,Gaza Strip,26,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,26,M
7/26/2014,Gaza Strip,33,M
7/26/2014,Gaza Strip,28,M
7/26/2014,Gaza Strip,19,M
7/26/2014,Gaza Strip,20,M
7/26/2014,Gaza Strip,29,M
7/26/2014,Gaza Strip,23,M
7/26/2014,Gaza Strip,34,M
7/26/2014,Gaza Strip,19,M
7/26/2014,Gaza Strip,22,M
7/26/2014,Gaza Strip,33,M
7/26/2014,Gaza Strip,24,M
7/26/2014,Gaza Strip,25,M
7/26/2014,Gaza Strip,30,M
7/26/2014,Gaza Strip,23,M
7/26/2014,Gaza Strip,21,M
7/26/2014,Gaza Strip,20,M
7/26/2014,Gaza Strip,19,M
7/26/2014,Gaza Strip,30,M
7/26/2014,Gaza Strip,25,M
7/26/2014,Gaza Strip,23,M
7/26/2014,Gaza Strip,25,M
7/26/2014,Gaza Strip,22,M
7/26/2014,Gaza Strip,28,M
7/26/2014,Gaza Strip,18,M
7/26/2014,Gaza Strip,20,M
7/26/2014,West Bank,18,M
7/25/2014,Gaza Strip,4,M
7/25/2014,Gaza Strip,3,M
7/25/2014,Gaza Strip,12,M
7/25/2014,Gaza Strip,25,M
7/25/2014,Gaza Strip,12,M
7/31/2014,Gaza Strip,19,M
7/25/2014,Gaza Strip,47,M
7/25/2014,Gaza Strip,14,M
7/25/2014,Gaza Strip,12,M
7/25/2014,West Bank,14,M
7/25/2014,West Bank,28,M
9/4/2014,Gaza Strip,45,M
7/25/2014,Gaza Strip,30,F
7/31/2014,Gaza Strip,25,M
9/9/2014,Gaza Strip,4,F
7/25/2014,Gaza Strip,65,F
7/25/2014,Gaza Strip,64,M
7/25/2014,West Bank,20,M
7/29/2014,Gaza Strip,11,M
7/25/2014,Gaza Strip,14,F
7/25/2014,Gaza Strip,39,M
7/25/2014,Gaza Strip,34,M
7/25/2014,Gaza Strip,24,M
7/25/2014,Gaza Strip,22,M
7/25/2014,Gaza Strip,17,M
7/25/2014,Gaza Strip,22,M
7/25/2014,Gaza Strip,23,M
7/25/2014,Gaza Strip,22,M
7/25/2014,Gaza Strip,23,M
7/25/2014,Gaza Strip,19,M
7/25/2014,Gaza Strip,25,M
7/25/2014,Gaza Strip,16,M
7/25/2014,Gaza Strip,24,M
7/25/2014,Gaza Strip,22,M
7/25/2014,Gaza Strip,19,M
7/25/2014,Gaza Strip,18,M
7/25/2014,Gaza Strip,51,M
7/25/2014,Gaza Strip,21,M
7/25/2014,Gaza Strip,36,M
7/25/2014,Gaza Strip,20,M
7/25/2014,Gaza Strip,23,M
7/25/2014,Gaza Strip,23,M
7/25/2014,Gaza Strip,53,M
7/25/2014,Gaza Strip,24,M
7/28/2014,Gaza Strip,11,M
7/25/2014,Gaza Strip,38,M
7/25/2014,Gaza Strip,27,M
7/25/2014,Gaza Strip,31,M
8/7/2014,Gaza Strip,14,M
7/25/2014,Gaza Strip,19,M
7/25/2014,Gaza Strip,20,M
7/25/2014,Gaza Strip,23,M
7/25/2014,Gaza Strip,26,M
7/25/2014,Gaza Strip,21,M
7/25/2014,Gaza Strip,26,M
7/25/2014,Gaza Strip,25,M
7/25/2014,Gaza Strip,24,M
7/25/2014,Gaza Strip,28,M
7/25/2014,Gaza Strip,21,M
7/25/2014,Gaza Strip,42,M
7/25/2014,Gaza Strip,24,M
7/25/2014,Gaza Strip,37,M
7/25/2014,Gaza Strip,22,M
7/25/2014,Gaza Strip,7,M
7/25/2014,Gaza Strip,21,M
7/25/2014,Gaza Strip,28,M
7/25/2014,Gaza Strip,32,M
7/25/2014,Gaza Strip,19,M
7/26/2014,Gaza Strip,19,M
7/25/2014,Gaza Strip,17,M
7/25/2014,Gaza Strip,36,M
7/30/2014,Gaza Strip,0,F
7/25/2014,Gaza Strip,22,F
7/25/2014,Gaza Strip,42,F
7/25/2014,Gaza Strip,55,F
7/25/2014,Gaza Strip,32,M
7/25/2014,West Bank,38,M
7/25/2014,West Bank,30,M
7/25/2014,West Bank,50,M
7/25/2014,Gaza Strip,24,M
7/25/2014,Gaza Strip,30,M
7/25/2014,Gaza Strip,67,M
7/25/2014,Gaza Strip,18,M
8/1/2014,Gaza Strip,18,F
7/24/2014,Gaza Strip,66,F
7/24/2014,Gaza Strip,3,M
7/24/2014,Gaza Strip,1,M
7/24/2014,Gaza Strip,17,F
7/24/2014,Gaza Strip,12,M
7/24/2014,Gaza Strip,10,F
7/24/2014,Gaza Strip,45,F
7/24/2014,Gaza Strip,12,M
7/24/2014,Gaza Strip,27,M
7/25/2014,Gaza Strip,34,M
7/24/2014,West Bank,17,M
7/25/2014,Gaza Strip,31,M
7/26/2014,Gaza Strip,14,M
8/1/2014,Gaza Strip,15,M
7/29/2014,Gaza Strip,7,M
7/24/2014,Gaza Strip,59,M
7/24/2014,Gaza Strip,17,M
7/24/2014,Gaza Strip,37,M
7/24/2014,Gaza Strip,22,M
7/24/2014,Gaza Strip,12,M
7/24/2014,Gaza Strip,32,M
7/24/2014,Gaza Strip,66,M
7/24/2014,Gaza Strip,55,F
7/24/2014,Gaza Strip,31,M
7/24/2014,Gaza Strip,4,M
7/24/2014,Gaza Strip,44,M
7/24/2014,Gaza Strip,45,M
7/24/2014,Gaza Strip,45,M
7/24/2014,Gaza Strip,50,M
7/24/2014,Gaza Strip,41,M
8/1/2014,Gaza Strip,65,M
8/3/2014,Gaza Strip,78,M
7/24/2014,Gaza Strip,17,M
7/24/2014,Gaza Strip,21,M
7/24/2014,Gaza Strip,24,M
7/24/2014,Gaza Strip,24,M
7/24/2014,Gaza Strip,26,M
7/24/2014,Gaza Strip,29,M
7/24/2014,Gaza Strip,32,M
7/24/2014,Gaza Strip,31,M
7/24/2014,Gaza Strip,24,F
7/24/2014,Gaza Strip,5,F
7/24/2014,Gaza Strip,3,M
7/24/2014,Gaza Strip,26,M
7/24/2014,Gaza Strip,21,M
7/24/2014,Gaza Strip,45,M
7/28/2014,Gaza Strip,22,F
7/27/2014,Gaza Strip,6,M
7/24/2014,Gaza Strip,12,M
7/24/2014,Gaza Strip,26,M
7/30/2014,Gaza Strip,11,M
7/24/2014,Gaza Strip,25,M
7/24/2014,Gaza Strip,23,M
7/24/2014,Gaza Strip,48,M
7/24/2014,Gaza Strip,31,M
7/24/2014,Gaza Strip,25,M
7/24/2014,Gaza Strip,25,M
7/24/2014,Gaza Strip,25,M
7/24/2014,Gaza Strip,34,M
7/24/2014,Gaza Strip,38,M
7/24/2014,Gaza Strip,44,M
7/24/2014,Gaza Strip,20,M
7/24/2014,Gaza Strip,16,M
7/24/2014,Gaza Strip,19,M
7/24/2014,Gaza Strip,42,M
7/24/2014,Gaza Strip,37,F
7/24/2014,Gaza Strip,67,M
7/24/2014,Gaza Strip,19,M
7/24/2014,Gaza Strip,16,M
7/24/2014,Gaza Strip,47,M
7/24/2014,Gaza Strip,51,M
7/24/2014,Gaza Strip,54,M
7/24/2014,Gaza Strip,17,M
7/24/2014,Gaza Strip,36,M
7/24/2014,Gaza Strip,22,M
7/24/2014,Gaza Strip,54,M
7/24/2014,Gaza Strip,58,M
8/3/2014,Gaza Strip,26,M
7/24/2014,Gaza Strip,19,M
7/24/2014,Gaza Strip,24,M
7/24/2014,Gaza Strip,31,M
7/24/2014,Gaza Strip,32,M
7/24/2014,Gaza Strip,49,M
7/24/2014,Gaza Strip,22,M
7/24/2014,Gaza Strip,24,M
7/24/2014,Gaza Strip,18,M
7/24/2014,Gaza Strip,39,M
7/24/2014,Gaza Strip,52,M
7/24/2014,Gaza Strip,20,M
7/24/2014,Gaza Strip,55,M
7/24/2014,Gaza Strip,24,M
7/24/2014,Gaza Strip,18,M
7/24/2014,Gaza Strip,27,F
7/24/2014,Gaza Strip,23,M
7/24/2014,Gaza Strip,19,M
7/24/2014,Gaza Strip,7,M
7/24/2014,Gaza Strip,34,M
8/3/2014,Gaza Strip,77,F
8/1/2014,Gaza Strip,14,M
7/24/2014,Gaza Strip,26,M
7/24/2014,Gaza Strip,9,M
7/24/2014,Gaza Strip,17,M
7/24/2014,Gaza Strip,58,M
7/24/2014,Gaza Strip,40,F
7/24/2014,Gaza Strip,16,M
7/24/2014,Gaza Strip,1,F
7/24/2014,Gaza Strip,12,F
7/24/2014,Gaza Strip,15,M
7/24/2014,Gaza Strip,47,F
7/24/2014,Gaza Strip,21,M
7/24/2014,Gaza Strip,39,M
7/26/2014,Gaza Strip,22,F
7/23/2014,Gaza Strip,28,M
7/23/2014,Gaza Strip,20,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,47,M
7/23/2014,Gaza Strip,40,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,19,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,2,F
7/23/2014,Gaza Strip,45,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,16,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,35,M
7/23/2014,Gaza Strip,33,M
7/23/2014,Gaza Strip,72,F
7/23/2014,Gaza Strip,9,M
7/23/2014,Gaza Strip,19,M
7/23/2014,Gaza Strip,29,M
7/23/2014,Gaza Strip,19,F
7/23/2014,Gaza Strip,58,M
7/23/2014,Gaza Strip,4,F
7/23/2014,Gaza Strip,31,M
7/23/2014,Gaza Strip,36,M
7/23/2014,Gaza Strip,27,M
7/23/2014,Gaza Strip,38,M
7/23/2014,Gaza Strip,20,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,27,M
7/23/2014,Gaza Strip,21,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,28,M
7/23/2014,Gaza Strip,77,M
7/23/2014,Gaza Strip,40,M
7/23/2014,Gaza Strip,12,M
7/23/2014,Gaza Strip,54,M
7/23/2014,Gaza Strip,27,M
7/28/2014,Gaza Strip,43,M
7/23/2014,Gaza Strip,73,M
7/23/2014,Gaza Strip,12,M
7/23/2014,Gaza Strip,36,M
7/23/2014,Gaza Strip,28,M
7/23/2014,Gaza Strip,31,M
7/23/2014,Gaza Strip,18,M
7/23/2014,Gaza Strip,24,M
7/23/2014,Gaza Strip,18,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,24,M
7/23/2014,Gaza Strip,14,M
7/23/2014,Gaza Strip,18,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,17,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,27,M
7/23/2014,Gaza Strip,43,M
7/23/2014,Gaza Strip,61,M
7/23/2014,Gaza Strip,64,M
7/23/2014,Gaza Strip,25,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,20,M
7/23/2014,Gaza Strip,32,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,26,M
7/23/2014,Gaza Strip,22,M
7/23/2014,West Bank,20,M
7/23/2014,Gaza Strip,39,M
7/23/2014,Gaza Strip,23,M
7/23/2014,Gaza Strip,74,M
7/23/2014,Gaza Strip,79,M
7/23/2014,Gaza Strip,16,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,20,M
7/23/2014,Gaza Strip,54,F
7/23/2014,Gaza Strip,44,F
7/26/2014,Gaza Strip,1,M
7/31/2014,Gaza Strip,27,F
7/23/2014,Gaza Strip,7,M
7/23/2014,Gaza Strip,9,F
7/23/2014,Gaza Strip,27,F
7/23/2014,Gaza Strip,2,F
7/23/2014,Gaza Strip,21,M
7/23/2014,Gaza Strip,22,M
7/23/2014,Gaza Strip,29,M
7/23/2014,Gaza Strip,32,M
7/23/2014,Gaza Strip,19,M
7/23/2014,Gaza Strip,21,M
7/24/2014,Gaza Strip,55,M
8/3/2014,Gaza Strip,32,M
7/23/2014,Gaza Strip,29,M
7/23/2014,Gaza Strip,26,M
7/23/2014,Gaza Strip,81,M
7/30/2014,Gaza Strip,41,F
7/22/2014,Gaza Strip,19,M
7/22/2014,Gaza Strip,40,M
7/22/2014,Gaza Strip,9,M
7/22/2014,Gaza Strip,21,M
7/22/2014,Gaza Strip,16,F
7/22/2014,Gaza Strip,4,F
7/23/2014,West Bank,29,M
7/22/2014,Gaza Strip,48,M
7/22/2014,Gaza Strip,23,F
7/22/2014,Gaza Strip,1,F
7/22/2014,Gaza Strip,0,M
7/22/2014,Gaza Strip,26,M
7/26/2014,Gaza Strip,22,M
7/22/2014,Gaza Strip,24,M
7/22/2014,Gaza Strip,26,M
7/22/2014,Gaza Strip,21,M
7/22/2014,Gaza Strip,22,M
7/22/2014,Gaza Strip,18,M
7/22/2014,Gaza Strip,66,F
7/22/2014,Gaza Strip,47,F
7/22/2014,Gaza Strip,20,M
7/22/2014,Gaza Strip,58,M
7/22/2014,Gaza Strip,49,F
7/22/2014,Gaza Strip,19,F
7/22/2014,Gaza Strip,55,M
